original_comment,processed_comment,actual_label,predicted_label
"RT @youlovelena_: &#8220;@rolltide916: Wtf RT @Ambitious_Rome: &#128553;&#128552;&#128552; &#8220;@__sharae: he peed on this bitch https://t.co/wEJg4IkGIm&#8221;""&#8221; I'll cut his shit",rt youlovelena 8220rolltide916 fuck rt ambitiousrome 128553128552128552 8220sharae peed bitch httpstcowejg4ikgim82218221 ill cut shit,1,1
RT @young_thrill3r: These hoes ain't loyal,rt youngthrill3r hoe aint loyal,1,1
"RT @youngscrap: I sent that bitch a smiley face, bitches love smiley faces &#128515;",rt youngscrap sent bitch smiley face bitch love smiley face 128515,1,1
RT @youngtravo: If u ain't never had a pregnancy scare your pussy trash ladies #professortrav,rt youngtravo aint never pregnancy scare pussy trash lady professortrav,1,1
RT @younngmel: Fuck half the bitches at Mount Rainier &#58386;&#58386; i only fucks wit a few,rt younngmel fuck half bitch mount rainier 5838658386 fuck wit,1,1
"RT @yous_a_cutie98: If you know he has a girlfriend don't be that little bitch, respect it and move on.",rt yousacutie98 know girlfriend dont little bitch respect move,1,1
"RT @yummy_pearl4: ""You put my number on blocklist? How can I stop this??? Convert them mfs. I'll make all them hoes topless."" &#128548;&#128298;",rt yummypearl4 put number blocklist stop convert mf ill make hoe topless 128548128298,1,1
RT @yung_gleesh: If rather fukk a bitch dat fukks eryday den fukk dat bitch who try to hol n be a cold whore n da sheets i cnt een look at &#8230;,rt yunggleesh rather fukk bitch dat fukks eryday den fukk dat bitch try hol n cold whore n da sheet cnt een look 8230,1,1
RT @yung_sexxistud: Hoes tweets be like put that dick in my throat I won't choke then when you ask them about it they say its a song hoe wh&#8230;,rt yungsexxistud hoe tweet like put dick throat wont choke ask say song hoe wh8230,1,1
RT @yungbabydad: @RandallSomia because they're all fucking two years old acting like I won't mind being tagged bitch I will violate you,rt yungbabydad randallsomia theyre fucking two year old acting like wont mind tagged bitch violate,1,1
RT @yungkatana: free wop,rt yungkatana free wop,1,0
"RT @yunglex3_: Don't want a good girl, hoes is his choice",rt yunglex3 dont want good girl hoe choice,1,1
"RT @yunglust: @WeakndMLG @hannahtherapper she a hoe year-round, yeezy taught me",rt yunglust weakndmlg hannahtherapper hoe yearround yeezy taught,1,1
"RT @yungtfti: If a bitch says ""eeeeeee"" she a hoe",rt yungtfti bitch say eeeeeee hoe,1,1
"RT @yungturd: miley cyrus, macklemore &amp; adam levine all got together n were like ""lets gets the most retarded fucking hair cuts ever""",rt yungturd miley cyrus macklemore amp adam levine got together n like let get retarded fucking hair cut ever,1,1
RT @yungxprnce: Approach yo bitch like: http://t.co/UHMIME9psw,rt yungxprnce approach hey bitch like httptcouhmime9psw,1,1
"RT @yunheaux: ppl from the uk go dumb hard when they curse they be like ""YOU SHITTING CUNT"" I be like dam cunts can't shit",rt yunheaux ppl uk go dumb hard curse like shitting cunt like dam cunt cant shit,1,1
RT @yurista4life: @weston_diamond @PaulMoon8 fuck you dude! talk shit to my friend I will beat your ass bitch,rt yurista4life westondiamond paulmoon8 fuck dude talk shit friend beat as bitch,1,1
RT @ywr_speedy: nah these bitches up harbor city ;,rt ywrspeedy bitch harbor city,1,1
RT @z0mbiedance: Gabby's a bitch &amp; made Jackie make the tea packet first.,rt z0mbiedance gabbys bitch amp made jackie make tea packet first,1,1
RT @z0mbiedance: Gabby's a bitch &amp; turned on my xbox with her nasty foot..,rt z0mbiedance gabbys bitch amp turned xbox nasty foot,1,1
RT @z0mbiedance: who let gabby get drunk off of her ass? give that bitch bread...bitches love bread.,rt z0mbiedance let gabby get drunk as give bitch breadbitches love bread,1,1
RT @zFearless: @Fadeaway_4s fuck a bitch and think of me,rt zfearless fadeaway4s fuck bitch think,1,1
RT @zLuketheDuke: @TonyJRodriguez just a bunch of rednecks hammered for three straight days,rt zluketheduke tonyjrodriguez bunch redneck hammered three straight day,1,1
RT @zachbooty: Building a dresser really makes me crave an ice cold glass of pussy am I right dudes,rt zachbooty building dresser really make crave ice cold glass pussy right dude,1,1
RT @zachpiecowiak: @Eddie_Sativa87 you're a fucking queer,rt zachpiecowiak eddiesativa87 youre fucking queer,1,1
"RT @zachthorpe78: ""the trash generation""",rt zachthorpe78 trash generation,0,1
"RT @zachthorpe78: where are all the thinkpieces on why kids call themselves ""trash"" and ""garbage"" these days",rt zachthorpe78 thinkpieces kid call trash garbage day,0,1
RT @zakkmcdaniel: You need to at least not be a bitch 12/7 to date me,rt zakkmcdaniel need least bitch 127 date,1,1
RT @zee__emm__gee: I immediately become the biggest bitch when I'm sick. Like I just need to be taken care of lmao,rt zeeemmgee immediately become biggest bitch im sick like need taken care laughing as,1,1
RT @zeemonstaa: There no such thing as too much pussy .,rt zeemonstaa thing much pussy,1,1
"RT @zekNcashe: all i ever asked for was patience, patience &amp; pussy but mostly patience..",rt zekncashe ever asked patience patience amp pussy mostly patience,1,1
RT @zekNcashe: you can't question snoop dogg he a OG he told us not to love these hoes.,rt zekncashe cant question snoop dogg og told u love hoe,1,1
RT @zerohedge: Full retard: NAR blaming slow April sales on winter weather.,rt zerohedge full retard nar blaming slow april sale winter weather,1,1
RT @zippy1981: @voretaq7 from a TDD POV linux is just a mock for the kernel of the GNU/HURD system.,rt zippy1981 voretaq7 tdd pov linux mock kernel gnuhurd system,0,0
RT @zoejoiner: if you're gonna trash talk my piercings don't say it in front of my best friends &#128514;&#128514;&#128514;&#128514;,rt zoejoiner youre going trash talk piercings dont say front best friend 128514128514128514128514,0,1
RT @zrastall17: Eloquently stated. &#8220;@h0rheyd: god i hate tom coughlin ol ass fuckboy ass geriatric ass pussy ass bitch&#8221;,rt zrastall17 eloquently stated 8220h0rheyd god hate tom coughlin ol as fuckboy as geriatric as pussy as bitch8221,1,1
RT and pass that bitch http://t.co/YoLSpKhiC0,rt pas bitch httptcoyolspkhic0,1,1
RT if one of your followers sell pussy but hop on Twitter like they got all the morals and class,rt one follower sell pussy hop twitter like got moral class,1,1
RT if you fucked a bitch that fucked EVERY nigga in your state,rt fucked bitch fucked every nigga state,1,1
RT to spam this bitch ass nigga RT @HELLonDAscale: Migos http://t.co/5KzQXf7zg9,rt spam bitch as nigga rt hellondascale migos httptco5kzqxf7zg9,1,1
RT what got me into baseball! :Well only a couple more days till all these legends will be retired #CORE4 #Yankees http://t.co/bL2V1v2n9T&#8221;,rt got baseball well couple day till legend retired core4 yankee httptcobl2v1v2n9t8221,0,0
"RT!
COMMENCE CARPET BOMBING! All #Iraq soldiers in this video http://t.co/7oLD2eDB1R executed by Jihadis from #Tunis http://t.co/02E1cEOE3z&#8221;",rt commence carpet bombing iraq soldier video httptco7old2edb1r executed jihadis tunis httptco02e1ceoe3z8221,1,0
"RT!!""@Coolie_GBE300: You pussy whipped for only following @KimKardashian tho.... @kanyewest""",rtcooliegbe300 pussy whipped following kimkardashian tho kanyewest,1,1
"RT""@KILLQuana: I wonder How much pussy justin bieber gets.....""",rtkillquana wonder much pussy justin bieber get,1,1
RT'in your own shit now pussy what a joke you'd end up just like all the rest no show chicken shit mother fucker,rtin shit pussy joke youd end like rest show chicken shit mother fucker,1,1
"RT, If You Agree!
#NorthKorea says #barackobama looks like;
""A monkey, who belongs in an African zoo"" 
ROFL! http://t.co/tooV1uty6h",rt agree northkorea say barackobama look like monkey belongs african zoo rofl httptcotoov1uty6h,1,1
"RT: Thank you, Captain. It'll never be the same. @Yankees #Jeter#2 http://t.co/EIe8D8C5cj&#8221;",rt thank captain itll never yankee jeter2 httptcoeie8d8c5cj8221,0,0
Raaaayciss bitch &#8220;@Sky_Max: Michelle Obama: African-Americans Should Vote for Democrats http://t.co/SL6TW6P39f via @Newsmax_Media&#8221;,raaaayciss bitch 8220skymax michelle obama africanamericans vote democrat httptcosl6tw6p39f via newsmaxmedia8221,1,1
Rack city bitch !,rack city bitch,1,1
Raised Round real niccas no decoy,raised round real niccas decoy,1,1
Rally's sound good af. But ion have no hoes so we can't take that ride &#128530;,rally sound good fuck ion hoe cant take ride 128530,1,1
Rambo bout to flex on these hoes,rambo bout show hoe,1,1
"Rams too ""@GnarlsDarkley: Lakers as a whole is trash RT @80sbaby4life: Jordan Hill is trash. Play Davis and Randle more""",ram gnarlsdarkley lakers whole trash rt 80sbaby4life jordan hill trash play davis randle,0,0
Ran here from my house too... I'm kinda retarded. Lol,ran house im kind retarded laugh loud,1,1
"Rand went full retard some time ago &#8220;@RichardBSpencer: @SenRandPaul isn't ""playing the game""... he's just retarded.
 http://t.co/ZpKimh9fTG&#8221;",rand went full retard time ago 8220richardbspencer senrandpaul isnt playing game he retarded httptcozpkimh9ftg8221,1,1
Rap bitches prolly scared of Remy ma lol,rap bitch prolly scared remy laugh loud,1,1
Rape a ho Ben! Lol,rape ho ben laugh loud,1,1
Ratchet lol ass lol bitch,ratchet laugh loud as laugh loud bitch,1,1
Raunchy ass hoe.,raunchy as hoe,1,1
Raunchy ass to pussy action with Sakurako offering up her holes for&#160;use http://t.co/9elp4XyE9D,raunchy as pussy action sakurako offering hole for160use httptco9elp4xye9d,1,1
Ravioli stuffed wit lobster nd a nice stuffed clam #eating betterthanamobster http://t.co/PzdoESaR,ravioli stuffed wit lobster nd nice stuffed clam eating betterthanamobster httptcopzdoesar,0,0
Ray Rice bitch!!!!!!!!!!!!!,ray rice bitch,1,1
Ray Rice is a bitch &amp; his wife is stupid for staying by his side.,ray rice bitch amp wife stupid staying side,1,1
Ray rice had that bitch of the xans and the lean all in one punch,ray rice bitch xans lean one punch,1,1
"Re: Alexander Skarsgard, my roommate has declared: ""He's a sexy albino lizard. i dont know how that's sexy, but it kinda is.""",alexander skarsgard roommate declared he sexy albino lizard dont know thats sexy kind,0,1
Reaaallly wish I had more milk for Oreos. Lol,reaaallly wish milk oreo laugh loud,0,1
Reading the ut sexual assault case takes me back 2 college.I'll never forget D Walk would say dont run trains on them hoes.Straight Trouble,reading ut sexual assault case take back 2 collegeill never forget walk would say dont run train hoesstraight trouble,1,1
Ready to bounce out dis bitch,ready bounce dis bitch,1,1
Ready to go get my fried Oreos,ready go get fried oreo,0,0
Real Niggas and Bad bitches have 2 things in common. You're both ignorant as fuck &amp; neither of you know that you're Kings and Queens.,real nigga bad bitch 2 thing common youre ignorant fuck amp neither know youre king queen,1,1
Real basketball players get disappointed when they throw something in the trash can and miss,real basketball player get disappointed throw something trash miss,0,1
Real bitches who really hungry won't be out here arguing with bitches on twitter straight flexin,real bitch really hungry wont arguing bitch twitter straight flexin,1,1
Real love hard to find when these bitches try to fake it with me,real love hard find bitch try fake,1,1
Real niccas relate fuk niccas perpetrate,real niccas relate fuk niccas perpetrate,1,1
Real nigga need a real bitch. Just somebody I can chill with.&#128107;&#10084;,real nigga need real bitch somebody chill with12810710084,1,1
Real niggas let real bitches come &#128070;,real nigga let real bitch come 128070,1,1
Real niggas let real bitches cum first &#128540;,real nigga let real bitch cum first 128540,1,1
Real niggas speaking bitch u better listen....,real nigga speaking bitch better listen,1,1
"Real niggas treat me with respect and you're a pussy, nigga.",real nigga treat respect youre pussy nigga,1,1
Real nigs uck with me and I don't give a uck who don't,real nigs uck dont give uck dont,1,1
"Real shit. Now if the bitch want some grapes or something, THATS different.",real shit bitch want grape something thats different,1,1
Real shit: I love eating pussy.,real shit love eating pussy,1,1
Real talk I really ain't fully trusted a bitch since Instagram and twitter became popular,real talk really aint fully trusted bitch since instagram twitter became popular,1,1
Real talk not being byes or nothin! The whole NFC south glad bag trash this year none of the teams have a chance making it to the playoffs!,real talk bye nothin whole nfc south glad bag trash year none team chance making playoff,0,1
Really Barnicle? OJ or Anthony Weiner? MJ is a clown show for #teabaggers and the rich. Come on #msnbc do you want good ratings? #morningjoe,really barnicle oj anthony weiner mj clown show teabaggers rich come msnbc want good rating morningjoe,1,0
Really ain't nuttin to cut that bitch off,really aint nuttin cut bitch,1,1
Really bitch?,really bitch,1,1
Really bitch? No.,really bitch,1,1
Really craving my arroz con pollo y habichuelas right now,really craving arroz con pollo habichuelas right,0,0
Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..,really tempted let redneck side drink lot beer sing country karaoke,0,1
Really wanna go biking downtown. The current lack of sunglasses... Not cool. Not happy. Prepare the bitch face.,really wanna go biking downtown current lack sunglass cool happy prepare bitch face,1,1
"Really. 3 hours to find paper work is retarded. Tarrant County Courts suck. 
#wasteoftime",really 3 hour find paper work retarded tarrant county court suck wasteoftime,1,1
Reaper drones pinpoint Jihadi John http://t.co/IBScZeLxXe via @MailOnline,reaper drone pinpoint jihadi john httptcoibsczelxxe via mailonline,0,0
Reathie phone jumping out the gym finna cut this bitch off,reathie phone jumping gym finna cut bitch,1,1
Reathie scared thenna bitch,reathie scared thenna bitch,1,1
Receipts? RT @LoyalLamb85: I still remember that time Lawrence left me a vile voice mail. He was angry. Called me a ho and everything. Lol,receipt rt loyallamb85 still remember time lawrence left vile voice mail angry called ho everything laugh loud,1,1
Red Sox fans bitch the loudest about right field. Their hitters exempt from hitting them out too? #Yankees #YankeeStadium,red sox fan bitch loudest right field hitter exempt hitting yankee yankeestadium,1,0
Red bitch with me dark skin friend callin talkin bout come and get me,red bitch dark skin friend callin talkin bout come get,1,1
Ref finally calls it when it's an arm ball but those hoes didn't count the hand ball in the Mexico game. K #yesiamstillsalty,ref finally call arm ball hoe didnt count hand ball mexico game k yesiamstillsalty,1,1
Regular joes rockin tha boat that's us redneck yacht clubbb&#9728;&#127926;,regular joes rockin tha boat thats u redneck yacht clubbb9728127926,0,1
Reina Yoshii in cock blowing threesome with her hairy pussy teasing&#160;cock http://t.co/dT4vmEPtv4,reina yoshii cock blowing threesome hairy pussy teasing160cock httptcodt4vmeptv4,1,1
"Remember that fear is there to guide you, not cripple you.",remember fear guide cripple,0,0
Remember when I said Uchiha&#8217;s are faggots? This week Sasuke reaffirms that with flying colors.,remember said uchiha8217s faggot week sasuke reaffirms flying color,1,1
"Remember when I told yall bout my coworker not lookin out a couple weeks back?.. Karma's a hoe, got his ass.",remember told yall bout coworker lookin couple week back karma hoe got as,1,1
Remember when I would spank everyone in meme wars? Because I do #faggots,remember would spank everyone meme war faggot,1,1
"Remember when black girls out numbers in front of shit. ""I'm 9 hungry"" ""You 7 stupid hoe""",remember black girl number front shit im 9 hungry 7 stupid hoe,1,1
